index,order_id,order_value,order_items_count,customer_id,created_timestamp_local,has_instruction,logistics_dropoff_distance,delivery_postal_code,delivery_geohash_precision8,has_phone_number,has_call_instruction,has_leave_instruction,has_lift_instruction,has_lobby_instruction,has_gate_instruction,has_knock_instruction,has_bell_instruction,hour,is_w21xz,is_w23b7
728,x6qu-hkmf,21.5,10,sggl3sek,2021-03-14T21:59:06,False,32.5966480111,600273,w21z8u3h,False,False,False,False,False,False,False,False,21,False,False
729,e8jn-y9ft,37.17,10,sgcve3ug,2021-03-21T19:11:58,True,41.1838893675,,w21zdxpq,False,False,False,False,False,False,False,False,19,False,False
730,y2sf-jzsi,45.55,10,sgaua7uq,2021-03-03T22:09:37,True,25.1404428874,640851,w21xxt4m,False,False,False,False,False,False,False,False,22,False,False
731,i1cb-lx0g,91.23,19,r2fpr7ap,2021-03-18T23:00:42,True,44.0378787116,461430,w21zt419,False,False,False,False,False,False,False,False,23,False,False
732,y5qw-w35v,48.35,10,a1rwv9hp,2021-03-18T15:39:40,True,50.9174635124,510417,w21zv99z,False,False,False,True,True,False,False,False,15,False,False
733,l8lb-b31c,46.2,18,sgjkn0af,2021-03-06T08:14:34,True,3.2731519953,680427,w21zbeku,False,False,False,False,False,False,False,False,8,False,False
734,x6qu-2hry,35.89,10,sgbyh2ef,2021-03-10T11:28:03,True,117.6296606224,,w21z8ens,False,False,False,False,False,True,False,False,11,False,False
735,y2sf-ifg5,36.65,12,s6fqf0uv,2021-03-31T22:03:41,False,59.9628972504,637121,w21xxqtn,False,False,False,False,False,False,False,False,22,False,False
736,x8yk-9j3u,45.05,10,r2pii8gd,2021-03-20T18:59:03,True,113.7658622807,750492,w23b63jk,False,False,False,False,False,False,False,False,18,False,False
737,w3fl-9ilz,25.2,11,sgowz2yr,2021-03-13T18:15:23,True,205.4560729575,640944,w21xxsbd,False,False,False,False,False,False,False,False,18,False,False
738,x1sy-b3pp,40.2,10,sgekw5kl,2021-03-17T21:01:19,True,14.1692182351,751509,w23b62xb,False,False,False,False,False,False,False,False,21,False,False
739,y5qw-dqs5,174.0,45,r0uyi2bt,2021-03-18T18:21:52,True,25.3961928765,520420,w21ztrhq,False,False,False,False,False,False,False,False,18,False,False
740,x1sy-7pmg,37.08,10,sg6nlpe9,2021-03-27T15:49:07,True,20.66492989,730749,w23b1yuz,False,False,False,False,False,False,False,False,15,False,False
741,y2xz-75th,91.48,24,n5liv7ba,2021-03-07T15:54:55,True,85.8904337352,078878,w21z701k,False,False,False,False,False,False,False,False,15,False,False
742,b8ds-2vx8,176.45,19,n6vez6xm,2021-03-21T09:26:03,True,54.5563088367,822673,w23bh81s,False,False,False,False,False,False,False,False,9,False,False
743,v1zv-rneb,21.7,12,x9qkv2sc,2021-03-29T23:00:58,True,108.4045019111,520842,w21ztn5d,False,False,False,False,False,False,False,False,23,False,False
744,y2sf-kt0p,159.66,31,sgxi88aw,2021-03-13T06:27:00,True,7.1812474644,637598,w21xxqsv,False,False,False,False,False,False,False,False,6,False,False
745,y5qw-lg42,41.1,10,sgvha5js,2021-03-09T23:45:47,True,54.9968784121,,w21zv3en,False,False,False,False,False,False,False,False,23,False,False
746,i1cb-yw10,55.35,15,e9hab9bw,2021-03-19T00:34:09,True,60.4692952638,400021,w21zs35z,False,False,False,False,False,False,False,False,0,False,False
747,y5qw-infa,55.62,14,p8ybq7jh,2021-03-20T21:14:58,True,106.5390284108,521608,w21zv05h,False,False,False,False,False,False,False,True,21,False,False
748,y5qw-r206,39.14,10,p2vbw9vh,2021-03-11T09:54:02,True,76.3195563202,520714,w21ztpsg,False,False,True,False,False,False,False,False,9,False,False
749,y2xz-ydne,45.65,10,sgjdq9vc,2021-03-12T19:47:49,True,142.3113123829,,w21z70rk,False,False,False,False,False,False,False,False,19,False,False
750,x4kb-b1x5,58.3,11,c5vkz0nb,2021-03-16T19:35:49,True,64.5028720015,642658,w21xxg28,False,False,False,False,False,False,False,False,19,False,False
751,a0py-jc9b,33.5,10,sgyleb57,2021-03-13T19:34:25,True,9.3277496677,,w21z7r5f,False,False,False,False,False,False,False,False,19,False,False
752,g5rk-sagf,31.3,15,n3nlx0ym,2021-03-17T13:56:18,True,27.2121665481,437918,w21zkhh6,False,False,False,False,False,False,False,False,13,False,False
753,x6qu-fddr,42.6,11,sgsoo4rl,2021-03-08T11:03:41,True,33.5368471275,600274,w21z8u61,False,False,False,False,False,False,False,False,11,False,False
754,x7dv-jw44,25.5,11,u5jyw6wb,2021-03-19T13:53:39,True,73.1522171532,545125,w21zu72h,False,False,False,False,False,False,False,False,13,False,False
755,x8yk-j56h,125.5,12,a2lxo9vm,2021-03-12T10:06:52,False,51.9949954338,,w23b5hm2,False,False,False,False,False,False,False,False,10,False,False
756,w5sk-ky5m,74.9,10,sg5ycsnr,2021-03-19T18:06:45,True,41.3970544532,238858,w21z6uv4,False,False,True,False,True,False,False,False,18,False,False
757,y9zp-ru9p,19.75,10,sgqeg3yj,2021-03-17T12:31:35,False,19.4928182309,,w21z61zz,False,False,False,False,False,False,False,False,12,False,False
758,x1sy-ps4m,37.3,10,sgakkkvc,2021-03-25T13:53:04,True,33.6914283943,730619,w23b1uzt,False,False,False,False,False,False,False,False,13,False,False
759,x1rx-u8na,28.1,10,h1ibu1gs,2021-03-13T09:31:44,True,6.3006865795,398371,w21z7yz9,False,False,False,False,False,False,False,False,9,False,False
760,x1lt-xvyt,132.64,27,c1hmw2kr,2021-03-31T15:35:59,True,92.0314029057,309922,w21zdbdh,False,False,False,False,False,False,False,False,15,False,False
761,x1lt-64dz,74.26,10,sgwxf3us,2021-03-14T17:11:03,True,20.4439189954,307945,w21z6zq5,False,False,False,False,False,False,False,False,17,False,False
762,x4ae-pqfg,84.1,10,f2yrx1zm,2021-03-30T08:42:45,True,62.5934963234,486795,w21ztfen,False,False,False,False,True,False,False,False,8,False,False
763,y2xz-q7oi,39.07,10,sg0l8xum,2021-03-09T20:14:02,True,97.6108163362,058670,w21z74kr,False,False,False,False,False,False,False,False,20,False,False
764,y2sf-k9je,51.56,11,d6ozj3pw,2021-03-23T20:00:09,True,24.696126727,,w21z85yd,False,False,False,False,False,False,False,False,20,False,False
765,x1lt-bkdo,60.9,14,b4rhl7qb,2021-03-30T14:40:18,True,85.6217809375,259985,w21z6xj9,False,False,False,False,True,False,False,False,14,False,False
766,e8jn-5m8q,38.16,15,g4kps1un,2021-03-12T10:11:56,True,69.2771479992,,w21zgjm3,False,False,False,False,False,False,False,False,10,False,False
767,x5dx-6mke,31.05,13,sgjtl6gv,2021-03-17T12:26:01,False,59.2171154895,328496,w21ze98t,False,False,False,False,False,False,False,False,12,False,False
768,x7dv-8pgj,24.6,13,sghhb1ul,2021-03-29T17:49:21,True,88.2883554474,530919,w21zgfw0,False,False,False,False,False,False,False,False,17,False,False
769,y2sf-0kth,41.29,11,sguti9te,2021-03-29T18:08:09,True,24.5986613657,640264,w21xxvj1,False,False,False,False,False,False,False,False,18,False,False
770,w1dr-zxvm,47.8,10,sgsvp3os,2021-03-16T13:10:46,True,292.2475941301,,w23b54h6,False,False,False,False,False,False,False,False,13,False,False
771,x1sy-jx9i,19.25,11,x9spn0jl,2021-03-16T22:33:54,True,991.0048489629,730778,w23b4p82,False,False,False,False,False,False,False,False,22,False,False
772,y9zp-r4k4,62.33,12,b8htw7uu,2021-03-28T22:00:05,True,281.3556954961,159028,w21z6e28,False,False,False,False,False,False,False,False,22,False,False
773,x5dx-rb2e,22.15,11,f9ack5gb,2021-03-02T14:18:07,True,42.2493725754,400411,w21zs214,False,False,False,False,False,False,False,False,14,False,False
774,y5qw-76u4,41.32,13,z9zjg3np,2021-03-20T13:36:27,True,67.9813770486,520492,w21zv80s,False,False,False,False,False,False,False,False,13,False,False
775,b8ds-aqsy,24.39,12,p1udf8rp,2021-03-23T19:08:25,False,43.5261596858,823612,w21zurz2,False,False,False,False,False,False,False,False,19,False,False
776,x1sy-c0se,35.58,10,sgmljn9f,2021-03-17T12:20:48,True,77.5016842285,730520,w23b1v50,False,False,True,False,False,False,False,True,12,False,False
777,y5vr-llrz,67.8,10,s2baq2nb,2021-03-27T12:01:02,True,40.7811812081,439893,w21zkm4k,False,False,False,True,True,False,False,False,12,False,False
778,x6qu-mcua,83.69,11,sgokl2y1,2021-03-23T13:18:35,True,66.8720134782,598734,w21z9qcp,False,False,False,False,False,False,False,False,13,False,False
779,x1lt-g61j,79.45,19,sghov2yx,2021-03-31T09:30:48,True,33.2511493093,330047,w21ze8ck,False,False,False,False,False,False,False,False,9,False,False
780,x1sy-cnbw,27.3,11,n8mhc2mg,2021-03-20T10:37:48,True,19.1651685209,730545,w23b1uhm,False,False,False,False,False,False,False,False,10,False,False
781,yppz-zrko,32.5,10,j5lxw6jf,2021-03-25T19:09:01,True,7.2717219137,310097,w21ze5ew,False,False,False,False,False,False,False,False,19,False,False
782,x8yk-bc6g,35.19,10,h4isg8oa,2021-03-21T08:31:29,True,45.2192739653,760346,w23b5h07,False,False,False,False,False,False,False,False,8,False,False
783,v6ns-4xqm,118.9,10,s2hrs8it,2021-03-25T20:36:28,True,35.4440194274,659164,w21z8y4g,False,False,False,False,False,False,False,False,20,False,False
784,x6qu-f2xd,49.08,11,sg8oclrz,2021-03-08T15:19:47,True,93.505538054,587939,w21z9ub9,False,False,False,False,False,False,False,False,15,False,False
785,n7gu-3iqu,59.25,10,sgxxw5nf,2021-03-25T23:31:22,True,34.2185699884,169608,w21z6bft,False,False,False,False,False,False,False,False,23,False,False
786,wn3o-nlzx,24.95,13,m7gsq0zm,2021-03-25T18:51:44,True,9.2040802371,460201,w21zscqj,False,False,False,False,False,False,False,False,18,False,False
787,x3yw-p6g4,13.1,11,r1qdk7kp,2021-03-09T02:13:06,True,16.2164934756,540115,w21zuk46,False,False,True,False,False,False,True,True,2,False,False
788,x9zt-emj7,114.0,13,a3sgr7av,2021-03-06T20:19:06,True,129.2902010164,200030,w21z7mdj,False,False,False,False,False,False,True,False,20,False,False
789,v7rh-90z6,26.4,11,sguee9v3,2021-03-04T12:01:03,True,48.6791468042,600410,w21z8b4g,False,False,False,True,False,False,False,False,12,False,False
